mmsi,base_date_time,longitude,latitude,sog,cog,heading,vessel_name,imo,call_sign,vessel_type,status,length,width,draft,cargo,transceiver,mpa_name,mpa_type
338163877,2025-02-10 00:00:02,-120.85868,35.37121,0.4,75.0,,MORRO BAY PATROL,,,55.0,,10.0,2.0,,,B,Morro Bay SMRMA,SMRMA
366999859,2025-02-10 00:00:18,-120.85846,35.37085,0.0,115.8,,CG47280,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
211503810,2025-02-10 00:00:03,-120.85599,35.36799,0.5,34.4,,RANTJE,,DD5612,36.0,,13.0,4.0,,,B,Morro Bay SMRMA,SMRMA
366899260,2025-02-10 00:00:09,-119.55566,34.0495,0.1,181.5,,ISLAND ADVENTURE,IMO8346553,WDG9106,60.0,0.0,20.0,7.0,2.4,60.0,A,Scorpion SMR,SMR
366999858,2025-02-10 00:00:33,-120.85865,35.37096,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
366899260,2025-02-10 00:01:18,-119.55565,34.04955,0.2,184.5,,ISLAND ADVENTURE,IMO8346553,WDG9106,60.0,0.0,20.0,7.0,2.4,60.0,A,Scorpion SMR,SMR
368167990,2025-02-10 00:01:37,-117.89484,33.62188,0.0,155.9,,IT'S ALL GOOD,,WDL8279,37.0,,14.0,5.0,,,B,Upper Newport Bay SMCA,SMCA
366999859,2025-02-10 00:01:39,-120.85846,35.37084,0.0,115.8,,CG47280,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
338400762,2025-02-10 00:01:51,-117.89405,33.61986,0.0,351.7,,WILD HARE,,XXXXXXX,37.0,,12.0,4.0,,,B,Upper Newport Bay SMCA,SMCA
338163877,2025-02-10 00:01:32,-120.85837,35.37108,1.1,319.8,,MORRO BAY PATROL,,,55.0,,10.0,2.0,,,B,Morro Bay SMRMA,SMRMA
338143454,2025-02-10 00:02:12,-120.85693,35.36983,0.1,,,SWELL DISH,,,36.0,,12.0,3.0,,,B,Morro Bay SMRMA,SMRMA
366999858,2025-02-10 00:01:43,-120.85865,35.37096,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
366899260,2025-02-10 00:02:29,-119.55566,34.04953,0.2,179.4,,ISLAND ADVENTURE,IMO8346553,WDG9106,60.0,0.0,20.0,7.0,2.4,60.0,A,Scorpion SMR,SMR
367743080,2025-02-10 00:02:37,-118.85939,34.02366,0.3,280.7,257.0,PRODIGAL SON,,WDI8881,30.0,,21.0,7.0,,,B,Point Dume SMCA,SMCA
368173330,2025-02-10 00:02:33,-118.50501,33.43162,0.1,83.0,,CATBIRD,,WDL8831,36.0,,11.0,2.0,,,B,Cat Harbor SMCA,SMCA
368320160,2025-02-10 00:01:40,-120.85717,35.37006,0.0,229.1,,SOUVENIR,,WDD7936,37.0,5.0,27.0,7.0,2.0,37.0,A,Morro Bay SMRMA,SMRMA
338174439,2025-02-10 00:02:54,-117.89512,33.61944,0.0,32.9,,ANN-ELYSE,,,37.0,,10.0,7.0,,,B,Upper Newport Bay SMCA,SMCA
338163877,2025-02-10 00:03:27,-120.85854,35.371,0.6,285.4,,MORRO BAY PATROL,,,55.0,,10.0,2.0,,,B,Morro Bay SMRMA,SMRMA
366999859,2025-02-10 00:02:59,-120.85847,35.37085,0.0,115.8,,CG47280,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
366999858,2025-02-10 00:02:53,-120.85865,35.37097,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
366899260,2025-02-10 00:03:39,-119.55525,34.04987,1.8,35.9,,ISLAND ADVENTURE,IMO8346553,WDG9106,60.0,0.0,20.0,7.0,2.4,60.0,A,Scorpion SMR,SMR
368167990,2025-02-10 00:04:39,-117.89484,33.62188,0.0,155.9,,IT'S ALL GOOD,,WDL8279,37.0,,14.0,5.0,,,B,Upper Newport Bay SMCA,SMCA
366999859,2025-02-10 00:04:09,-120.85846,35.37085,0.0,115.8,,CG47280,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
338163877,2025-02-10 00:04:56,-120.8586,35.37109,0.5,207.2,,MORRO BAY PATROL,,,55.0,,10.0,2.0,,,B,Morro Bay SMRMA,SMRMA
367107830,2025-02-10 00:04:47,-120.85637,35.36989,0.0,,,PAPAGALLO II,,WDC9874,60.0,,24.0,6.0,,,B,Morro Bay SMRMA,SMRMA
338400762,2025-02-10 00:04:51,-117.89408,33.61985,0.0,351.7,,WILD HARE,,XXXXXXX,37.0,,12.0,4.0,,,B,Upper Newport Bay SMCA,SMCA
366999859,2025-02-10 00:05:18,-120.85846,35.37086,0.0,115.8,,CG47280,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
366999858,2025-02-10 00:04:04,-120.85865,35.37097,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
366899260,2025-02-10 00:05:51,-119.54751,34.05494,18.5,48.2,,ISLAND ADVENTURE,IMO8346553,WDG9106,60.0,0.0,20.0,7.0,2.4,60.0,A,Scorpion SMR,SMR
368320160,2025-02-10 00:04:40,-120.85716,35.37006,0.0,236.3,,SOUVENIR,,WDD7936,37.0,5.0,27.0,7.0,2.0,37.0,A,Morro Bay SMRMA,SMRMA
338143454,2025-02-10 00:05:08,-120.85693,35.36984,0.1,,,SWELL DISH,,,36.0,,12.0,3.0,,,B,Morro Bay SMRMA,SMRMA
366899260,2025-02-10 00:04:49,-119.55292,34.05175,18.5,52.8,,ISLAND ADVENTURE,IMO8346553,WDG9106,60.0,0.0,20.0,7.0,2.4,60.0,A,Scorpion SMR,SMR
366999858,2025-02-10 00:05:13,-120.85865,35.37096,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
367743080,2025-02-10 00:05:37,-118.85939,34.02365,0.4,230.3,245.0,PRODIGAL SON,,WDI8881,30.0,,21.0,7.0,,,B,Point Dume SMCA,SMCA
338392591,2025-02-10 00:05:23,-117.89711,33.62134,0.0,2.3,,SAY ANYTHING,,,37.0,,10.0,4.0,,,B,Upper Newport Bay SMCA,SMCA
338163877,2025-02-10 00:06:00,-120.85832,35.37098,1.0,118.0,,MORRO BAY PATROL,,,55.0,,10.0,2.0,,,B,Morro Bay SMRMA,SMRMA
211503810,2025-02-10 00:06:04,-120.85604,35.36792,0.6,21.3,,RANTJE,,DD5612,36.0,,13.0,4.0,,,B,Morro Bay SMRMA,SMRMA
366999858,2025-02-10 00:06:25,-120.85865,35.37096,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
366999858,2025-02-10 00:07:34,-120.85865,35.37096,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
338163877,2025-02-10 00:07:29,-120.85838,35.371,0.4,110.0,,MORRO BAY PATROL,,,55.0,,10.0,2.0,,,B,Morro Bay SMRMA,SMRMA
367743080,2025-02-10 00:08:37,-118.85937,34.02365,0.8,336.3,255.0,PRODIGAL SON,,WDI8881,30.0,,21.0,7.0,,,B,Point Dume SMCA,SMCA
366999859,2025-02-10 00:07:39,-120.85846,35.37086,0.0,115.8,,CG47280,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
368167990,2025-02-10 00:07:37,-117.89486,33.62189,0.0,155.9,,IT'S ALL GOOD,,WDL8279,37.0,,14.0,5.0,,,B,Upper Newport Bay SMCA,SMCA
338143454,2025-02-10 00:08:06,-120.85693,35.36983,0.0,,,SWELL DISH,,,36.0,,12.0,3.0,,,B,Morro Bay SMRMA,SMRMA
368320160,2025-02-10 00:07:40,-120.85716,35.37006,0.0,242.2,,SOUVENIR,,WDD7936,37.0,5.0,27.0,7.0,2.0,37.0,A,Morro Bay SMRMA,SMRMA
366999859,2025-02-10 00:06:29,-120.85846,35.37085,0.0,115.8,,CG47280,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
211503810,2025-02-10 00:09:03,-120.85595,35.36801,0.2,,,RANTJE,,DD5612,36.0,,13.0,4.0,,,B,Morro Bay SMRMA,SMRMA
338163877,2025-02-10 00:08:59,-120.85844,35.37106,0.5,124.5,,MORRO BAY PATROL,,,55.0,,10.0,2.0,,,B,Morro Bay SMRMA,SMRMA
366999858,2025-02-10 00:08:44,-120.85865,35.37096,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
366999859,2025-02-10 00:08:59,-120.85846,35.37085,0.0,115.8,,CG47280,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
338392591,2025-02-10 00:08:25,-117.89709,33.62133,0.0,2.3,,SAY ANYTHING,,,37.0,,10.0,4.0,,,B,Upper Newport Bay SMCA,SMCA
338174439,2025-02-10 00:08:55,-117.89514,33.61943,0.0,32.9,,ANN-ELYSE,,,37.0,,10.0,7.0,,,B,Upper Newport Bay SMCA,SMCA
368167990,2025-02-10 00:10:38,-117.89484,33.62189,0.0,155.9,,IT'S ALL GOOD,,WDL8279,37.0,,14.0,5.0,,,B,Upper Newport Bay SMCA,SMCA
366999859,2025-02-10 00:10:09,-120.85846,35.37085,0.0,115.8,,CG47280,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
338143454,2025-02-10 00:10:47,-120.85692,35.36982,0.0,,,SWELL DISH,,,36.0,,12.0,3.0,,,B,Morro Bay SMRMA,SMRMA
367107830,2025-02-10 00:07:47,-120.85637,35.36989,0.0,,,PAPAGALLO II,,WDC9874,60.0,,24.0,6.0,,,B,Morro Bay SMRMA,SMRMA
367743080,2025-02-10 00:11:38,-118.85936,34.0237,0.3,75.4,258.0,PRODIGAL SON,,WDI8881,30.0,,21.0,7.0,,,B,Point Dume SMCA,SMCA
211503810,2025-02-10 00:12:03,-120.85602,35.36792,0.3,215.5,,RANTJE,,DD5612,36.0,,13.0,4.0,,,B,Morro Bay SMRMA,SMRMA
338163877,2025-02-10 00:10:28,-120.85828,35.37098,0.4,124.0,,MORRO BAY PATROL,,,55.0,,10.0,2.0,,,B,Morro Bay SMRMA,SMRMA
338400762,2025-02-10 00:10:52,-117.89405,33.61986,0.0,351.7,,WILD HARE,,XXXXXXX,37.0,,12.0,4.0,,,B,Upper Newport Bay SMCA,SMCA
338142675,2025-02-10 00:13:06,-117.8956,33.62233,0.0,313.7,,NUEVO,,,37.0,,20.0,6.0,,,B,Upper Newport Bay SMCA,SMCA
366999859,2025-02-10 00:12:58,-120.85846,35.37085,0.0,115.8,,CG47280,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
366999858,2025-02-10 00:11:03,-120.85865,35.37096,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
366999859,2025-02-10 00:11:18,-120.85846,35.37085,0.0,115.8,,CG47280,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
368320160,2025-02-10 00:10:40,-120.85718,35.37006,0.0,249.4,,SOUVENIR,,WDD7936,37.0,5.0,27.0,7.0,2.0,37.0,A,Morro Bay SMRMA,SMRMA
338400762,2025-02-10 00:13:54,-117.89408,33.61986,0.0,351.7,,WILD HARE,,XXXXXXX,37.0,,12.0,4.0,,,B,Upper Newport Bay SMCA,SMCA
366999859,2025-02-10 00:14:09,-120.85847,35.37085,0.0,115.8,,CG47280,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
367743080,2025-02-10 00:14:38,-118.85939,34.02366,0.0,350.0,261.0,PRODIGAL SON,,WDI8881,30.0,,21.0,7.0,,,B,Point Dume SMCA,SMCA
367107830,2025-02-10 00:13:48,-120.85637,35.36987,0.0,,,PAPAGALLO II,,WDC9874,60.0,,24.0,6.0,,,B,Morro Bay SMRMA,SMRMA
368173330,2025-02-10 00:14:33,-118.505,33.43162,0.0,83.0,,CATBIRD,,WDL8831,36.0,,11.0,2.0,,,B,Cat Harbor SMCA,SMCA
367737070,2025-02-10 00:13:33,-121.9694,36.68699,9.7,20.5,,ATLANTIS MONTEREY,,WDI8287,60.0,,33.0,8.0,,,B,Portuguese Ledge SMCA,SMCA
366999858,2025-02-10 00:12:13,-120.85865,35.37095,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
368167990,2025-02-10 00:13:38,-117.89484,33.62188,0.0,155.9,,IT'S ALL GOOD,,WDL8279,37.0,,14.0,5.0,,,B,Upper Newport Bay SMCA,SMCA
368320160,2025-02-10 00:13:40,-120.85715,35.37009,0.0,241.3,,SOUVENIR,,WDD7936,37.0,5.0,27.0,7.0,2.0,37.0,A,Morro Bay SMRMA,SMRMA
338143454,2025-02-10 00:13:53,-120.85694,35.36982,0.0,,,SWELL DISH,,,36.0,,12.0,3.0,,,B,Morro Bay SMRMA,SMRMA
366999858,2025-02-10 00:15:13,-120.85865,35.37095,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
366999858,2025-02-10 00:13:33,-120.85865,35.37096,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
211503810,2025-02-10 00:15:03,-120.85599,35.368,0.3,,,RANTJE,,DD5612,36.0,,13.0,4.0,,,B,Morro Bay SMRMA,SMRMA
338392591,2025-02-10 00:14:23,-117.89708,33.62132,0.0,2.3,,SAY ANYTHING,,,37.0,,10.0,4.0,,,B,Upper Newport Bay SMCA,SMCA
338142675,2025-02-10 00:16:06,-117.8956,33.62235,0.0,356.7,,NUEVO,,,37.0,,20.0,6.0,,,B,Upper Newport Bay SMCA,SMCA
368167990,2025-02-10 00:16:38,-117.89484,33.62188,0.0,155.9,,IT'S ALL GOOD,,WDL8279,37.0,,14.0,5.0,,,B,Upper Newport Bay SMCA,SMCA
366999859,2025-02-10 00:15:10,-120.85847,35.37085,0.0,115.8,,CG47280,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
366999859,2025-02-10 00:17:30,-120.85847,35.37086,0.0,115.8,,CG47280,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
366999859,2025-02-10 00:16:19,-120.85847,35.37085,0.0,115.8,,CG47280,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
338173579,2025-02-10 00:15:35,-123.0317,37.94945,7.5,164.7,,KAREN JEANNE,,,37.0,,14.0,6.0,,,B,Point Reyes SMCA,SMCA
338400762,2025-02-10 00:16:51,-117.89405,33.61986,0.0,351.7,,WILD HARE,,XXXXXXX,37.0,,12.0,4.0,,,B,Upper Newport Bay SMCA,SMCA
338173579,2025-02-10 00:17:35,-123.02998,37.94523,7.9,164.8,,KAREN JEANNE,,,37.0,,14.0,6.0,,,B,Point Reyes SMCA,SMCA
367737070,2025-02-10 00:17:35,-121.96564,36.69732,10.0,42.4,,ATLANTIS MONTEREY,,WDI8287,60.0,,33.0,8.0,,,B,Portuguese Ledge SMCA,SMCA
367107830,2025-02-10 00:16:49,-120.85639,35.36987,0.0,,,PAPAGALLO II,,WDC9874,60.0,,24.0,6.0,,,B,Morro Bay SMRMA,SMRMA
367737070,2025-02-10 00:15:05,-121.96873,36.69107,10.1,10.2,,ATLANTIS MONTEREY,,WDI8287,60.0,,33.0,8.0,,,B,Portuguese Ledge SMCA,SMCA
366999858,2025-02-10 00:16:54,-120.85865,35.37097,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
211503810,2025-02-10 00:18:03,-120.85601,35.36794,0.7,218.9,,RANTJE,,DD5612,36.0,,13.0,4.0,,,B,Morro Bay SMRMA,SMRMA
338392591,2025-02-10 00:17:24,-117.89711,33.62135,0.0,2.3,,SAY ANYTHING,,,37.0,,10.0,4.0,,,B,Upper Newport Bay SMCA,SMCA
366999858,2025-02-10 00:19:25,-120.85865,35.37095,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
366999859,2025-02-10 00:20:08,-120.85846,35.37086,0.0,115.8,,CG47280,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
338400762,2025-02-10 00:19:50,-117.89405,33.61985,0.0,351.7,,WILD HARE,,XXXXXXX,37.0,,12.0,4.0,,,B,Upper Newport Bay SMCA,SMCA
367737070,2025-02-10 00:20:34,-121.96074,36.70447,10.3,32.4,,ATLANTIS MONTEREY,,WDI8287,60.0,,33.0,8.0,,,B,Portuguese Ledge SMCA,SMCA
367743080,2025-02-10 00:20:38,-118.85936,34.02366,0.3,254.0,265.0,PRODIGAL SON,,WDI8881,30.0,,21.0,7.0,,,B,Point Dume SMCA,SMCA
368173330,2025-02-10 00:20:32,-118.505,33.43163,0.0,92.7,,CATBIRD,,WDL8831,36.0,,11.0,2.0,,,B,Cat Harbor SMCA,SMCA
368320160,2025-02-10 00:19:41,-120.85715,35.37008,0.0,233.7,,SOUVENIR,,WDD7936,37.0,5.0,27.0,7.0,2.0,37.0,A,Morro Bay SMRMA,SMRMA
367743080,2025-02-10 00:17:37,-118.85936,34.02366,0.3,126.9,253.0,PRODIGAL SON,,WDI8881,30.0,,21.0,7.0,,,B,Point Dume SMCA,SMCA
338392591,2025-02-10 00:20:24,-117.8971,33.62135,0.0,2.3,,SAY ANYTHING,,,37.0,,10.0,4.0,,,B,Upper Newport Bay SMCA,SMCA
368320160,2025-02-10 00:16:40,-120.85716,35.37004,0.0,235.7,,SOUVENIR,,WDD7936,37.0,5.0,27.0,7.0,2.0,37.0,A,Morro Bay SMRMA,SMRMA
211503810,2025-02-10 00:21:04,-120.85599,35.36798,0.6,28.5,,RANTJE,,DD5612,36.0,,13.0,4.0,,,B,Morro Bay SMRMA,SMRMA
367737070,2025-02-10 00:19:03,-121.96284,36.70066,9.9,28.7,,ATLANTIS MONTEREY,,WDI8287,60.0,,33.0,8.0,,,B,Portuguese Ledge SMCA,SMCA
367737070,2025-02-10 00:22:03,-121.95731,36.70771,10.1,46.1,,ATLANTIS MONTEREY,,WDI8287,60.0,,33.0,8.0,,,B,Portuguese Ledge SMCA,SMCA
366999858,2025-02-10 00:21:44,-120.85865,35.37096,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
338400762,2025-02-10 00:22:51,-117.89405,33.61986,0.0,351.7,,WILD HARE,,XXXXXXX,37.0,,12.0,4.0,,,B,Upper Newport Bay SMCA,SMCA
366999859,2025-02-10 00:22:39,-120.85847,35.37086,0.0,115.8,,CG47280,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
366999858,2025-02-10 00:18:04,-120.85865,35.37097,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
368320160,2025-02-10 00:22:40,-120.85716,35.37006,0.0,233.1,,SOUVENIR,,WDD7936,37.0,5.0,27.0,7.0,2.0,37.0,A,Morro Bay SMRMA,SMRMA
338143454,2025-02-10 00:23:09,-120.85694,35.36982,0.0,,,SWELL DISH,,,36.0,,12.0,3.0,,,B,Morro Bay SMRMA,SMRMA
367107830,2025-02-10 00:22:48,-120.85637,35.36987,0.0,,,PAPAGALLO II,,WDC9874,60.0,,24.0,6.0,,,B,Morro Bay SMRMA,SMRMA
338142675,2025-02-10 00:22:06,-117.8956,33.62232,0.0,356.7,,NUEVO,,,37.0,,20.0,6.0,,,B,Upper Newport Bay SMCA,SMCA
367737070,2025-02-10 00:23:04,-121.95585,36.70986,5.0,29.4,,ATLANTIS MONTEREY,,WDI8287,60.0,,33.0,8.0,,,B,Portuguese Ledge SMCA,SMCA
368173330,2025-02-10 00:23:32,-118.50501,33.43162,0.0,92.7,,CATBIRD,,WDL8831,36.0,,11.0,2.0,,,B,Cat Harbor SMCA,SMCA
366999858,2025-02-10 00:20:35,-120.85865,35.37096,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
367737070,2025-02-10 00:25:33,-121.95307,36.71102,6.2,37.7,,ATLANTIS MONTEREY,,WDI8287,60.0,,33.0,8.0,,,B,Portuguese Ledge SMCA,SMCA
366999859,2025-02-10 00:23:49,-120.85847,35.37085,0.0,115.8,,CG47280,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
366999858,2025-02-10 00:23:25,-120.85866,35.37095,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
367743080,2025-02-10 00:23:37,-118.85935,34.02366,0.8,25.6,278.0,PRODIGAL SON,,WDI8881,30.0,,21.0,7.0,,,B,Point Dume SMCA,SMCA
338174439,2025-02-10 00:23:54,-117.89515,33.61938,0.0,32.9,,ANN-ELYSE,,,37.0,,10.0,7.0,,,B,Upper Newport Bay SMCA,SMCA
338143454,2025-02-10 00:20:17,-120.85693,35.36982,0.1,,,SWELL DISH,,,36.0,,12.0,3.0,,,B,Morro Bay SMRMA,SMRMA
338400762,2025-02-10 00:25:52,-117.89405,33.61984,0.0,351.7,,WILD HARE,,XXXXXXX,37.0,,12.0,4.0,,,B,Upper Newport Bay SMCA,SMCA
367737070,2025-02-10 00:27:04,-121.95177,36.71311,2.5,56.7,,ATLANTIS MONTEREY,,WDI8287,60.0,,33.0,8.0,,,B,Portuguese Ledge SMCA,SMCA
366999859,2025-02-10 00:27:18,-120.85846,35.37086,0.0,115.8,,CG47280,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
368167990,2025-02-10 00:22:38,-117.89485,33.62188,0.0,155.9,,IT'S ALL GOOD,,WDL8279,37.0,,14.0,5.0,,,B,Upper Newport Bay SMCA,SMCA
366999859,2025-02-10 00:29:09,-120.85847,35.37085,0.0,115.8,,CG47280,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
338174439,2025-02-10 00:26:54,-117.89515,33.61939,0.0,32.9,,ANN-ELYSE,,,37.0,,10.0,7.0,,,B,Upper Newport Bay SMCA,SMCA
366999858,2025-02-10 00:09:53,-120.85865,35.37096,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
368320160,2025-02-10 00:28:40,-120.85716,35.37003,0.0,227.7,,SOUVENIR,,WDD7936,37.0,5.0,27.0,7.0,2.0,37.0,A,Morro Bay SMRMA,SMRMA
338142675,2025-02-10 00:28:07,-117.8956,33.62234,0.0,24.5,,NUEVO,,,37.0,,20.0,6.0,,,B,Upper Newport Bay SMCA,SMCA
366999859,2025-02-10 00:31:09,-120.85847,35.37086,0.0,115.8,,CG47280,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
338142675,2025-02-10 00:25:06,-117.8956,33.62233,0.0,50.1,,NUEVO,,,37.0,,20.0,6.0,,,B,Upper Newport Bay SMCA,SMCA
368320160,2025-02-10 00:25:40,-120.85717,35.37002,0.0,243.6,,SOUVENIR,,WDD7936,37.0,5.0,27.0,7.0,2.0,37.0,A,Morro Bay SMRMA,SMRMA
366999858,2025-02-10 00:30:53,-120.85865,35.37095,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
367737070,2025-02-10 00:29:36,-121.95087,36.71493,2.3,45.4,,ATLANTIS MONTEREY,,WDI8287,60.0,,33.0,8.0,,,B,Portuguese Ledge SMCA,SMCA
368167990,2025-02-10 00:31:37,-117.89484,33.62187,0.0,155.9,,IT'S ALL GOOD,,WDL8279,37.0,,14.0,5.0,,,B,Upper Newport Bay SMCA,SMCA
368173330,2025-02-10 00:26:34,-118.50501,33.43162,0.0,92.7,,CATBIRD,,WDL8831,36.0,,11.0,2.0,,,B,Cat Harbor SMCA,SMCA
367737070,2025-02-10 00:31:05,-121.95086,36.71607,1.4,347.0,,ATLANTIS MONTEREY,,WDI8287,60.0,,33.0,8.0,,,B,Portuguese Ledge SMCA,SMCA
366999858,2025-02-10 00:25:53,-120.85865,35.37095,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
211503810,2025-02-10 00:27:03,-120.85601,35.36796,0.7,32.9,,RANTJE,,DD5612,36.0,,13.0,4.0,,,B,Morro Bay SMRMA,SMRMA
368167990,2025-02-10 00:28:38,-117.89484,33.62187,0.0,155.9,,IT'S ALL GOOD,,WDL8279,37.0,,14.0,5.0,,,B,Upper Newport Bay SMCA,SMCA
366999858,2025-02-10 00:33:34,-120.85865,35.37097,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
338143454,2025-02-10 00:34:51,-120.85694,35.36983,0.0,,,SWELL DISH,,,36.0,,12.0,3.0,,,B,Morro Bay SMRMA,SMRMA
367743080,2025-02-10 00:32:42,-118.85935,34.02362,0.8,220.4,261.0,PRODIGAL SON,,WDI8881,30.0,,21.0,7.0,,,B,Point Dume SMCA,SMCA
338392591,2025-02-10 00:32:23,-117.89711,33.62134,0.0,2.3,,SAY ANYTHING,,,37.0,,10.0,4.0,,,B,Upper Newport Bay SMCA,SMCA
366999858,2025-02-10 00:27:03,-120.85866,35.37095,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
367743080,2025-02-10 00:29:37,-118.85935,34.0236,0.3,258.9,273.0,PRODIGAL SON,,WDI8881,30.0,,21.0,7.0,,,B,Point Dume SMCA,SMCA
368167990,2025-02-10 00:34:39,-117.89485,33.62188,0.0,155.9,,IT'S ALL GOOD,,WDL8279,37.0,,14.0,5.0,,,B,Upper Newport Bay SMCA,SMCA
366999858,2025-02-10 00:35:04,-120.85866,35.37095,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
338392591,2025-02-10 00:35:53,-117.89712,33.62133,0.0,6.7,,SAY ANYTHING,,,37.0,,10.0,4.0,,,B,Upper Newport Bay SMCA,SMCA
338392591,2025-02-10 00:29:23,-117.89711,33.62135,0.0,2.3,,SAY ANYTHING,,,37.0,,10.0,4.0,,,B,Upper Newport Bay SMCA,SMCA
368320160,2025-02-10 00:31:40,-120.85716,35.37005,0.0,225.2,,SOUVENIR,,WDD7936,37.0,5.0,27.0,7.0,2.0,37.0,A,Morro Bay SMRMA,SMRMA
366999859,2025-02-10 00:36:38,-120.85847,35.37085,0.0,115.8,,CG47280,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
367743080,2025-02-10 00:35:38,-118.85937,34.02359,0.3,165.6,250.0,PRODIGAL SON,,WDI8881,30.0,,21.0,7.0,,,B,Point Dume SMCA,SMCA
366999859,2025-02-10 00:38:08,-120.85846,35.37085,0.0,115.8,,CG47280,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
